GT,Result
745558 94112 834144 783082 836748 185345 206238 680653 180617 57748 ,899321 404806 50488 994383 797049 891799 633869 996761 268631 643344 
332869 740574 698478 528918 195787 241987 469320 600758 997991 488042 ,253052 507316 248210 931802 681924 439310 695191 437852 791410 282553 
635065 284873 839429 974973 613214 242438 60199 763449 448927 249623 ,915957 858346 635065 607126 284873 332469 839429 89021 457134 77667 
128847 575351 183432 450451 541282 26958 782645 588387 343066 992212 ,575351 819051 271841 232170 111591 955075 336275 573817 335628 196592 
590441 840249 944559 466918 315408 748981 809967 353964 872229 627256 ,432012 153314 933104 311476 882662 889685 217357 295460 545547 535156 
201687 531690 848871 62879 475629 77848 230396 214355 614134 62538 ,401368 885143 400266 873860 475515 825058 882524 282164 15510 892080 
827014 284706 191196 823978 768514 807519 337219 59029 995439 830031 ,475792 379027 476028 53347 79260 862037 913660 827014 941883 284706 
987336 862379 318811 842139 880610 365710 58423 546190 839683 877591 ,843586 516378 893222 604434 539883 965832 549516 193458 987919 382919 
944559 714280 96003 136532 32352 322896 793183 65434 747238 924684 ,77101 835204 74724 371741 17885 420307 289634 512233 19001 976080 
85863 225016 757444 267761 652220 156343 210214 30713 322227 148107 ,59243 86512 180989 122524 467716 833517 754048 947217 940765 467323 
62879 128847 297636 842271 450451 854812 500558 845267 361119 509335 ,822260 400677 799472 594327 146557 295838 149860 698157 67104 943203 
899161 62879 960042 224749 12992 366874 500558 391254 201687 74576 ,224749 366874 359536 281424 928696 629352 15874 631998 960469 605236 
788832 611886 882623 986313 487024 498876 57748 835957 987336 788540 ,563578 611886 320922 957410 198864 742082 968507 211693 194260 595386 
119853 537514 739188 333790 917644 211783 616045 879545 566583 958565 ,903363 500655 402615 528248 807318 604028 672036 186011 506691 527211 
254928 8828 933947 812679 627915 597526 824226 536312 616326 488761 ,606844 951679 680275 699223 429704 511611 742673 761523 494862 987105 
646045 494831 739013 128847 62538 185872 573929 490300 952494 343857 ,177965 143477 542659 15446 802578 403670 887229 33579 297388 551664 
267829 390187 342660 527344 5373 947494 615364 426663 554870 645524 ,141210 525848 81575 517739 531021 344524 82129 871696 295957 271816 
538821 128847 500558 450451 955020 836748 583362 865567 635645 185345 ,946970 940660 940596 941802 947230 946929 948057 950716 96607 20506 
944559 510313 66219 518085 437547 72746 159148 821116 473396 372990 ,114627 84122 293257 600926 525862 784996 776836 295011 635849 117579 
566262 372957 518085 528918 363885 384565 661486 308933 377767 944559 ,189302 397297 521855 130457 278669 29650 467297 282130 452362 420682 
386729 809545 913389 262964 101550 988642 615364 342660 771204 75460 ,365167 473395 522661 613955 480625 367161 534740 972396 831321 713576 
62879 226459 344873 129028 102081 842271 960656 320944 63922 972167 ,202560 266838 349177 99801 933283 16368 161713 226857 379641 268164 
698478 332869 997991 528918 501108 944559 725467 351913 432879 33657 ,205670 451722 853460 17673 997991 883983 506418 862830 501108 340849 
979573 527344 390187 824714 667048 636826 400653 627800 906581 453883 ,567067 824700 816758 887048 816354 638210 667565 824952 899675 638096 
835957 348861 79537 454388 328633 767542 715315 521126 886142 844003 ,942001 912888 470948 434176 935871 764507 612697 314723 275800 69009 
500558 972167 844385 702274 969085 870441 889095 972680 842271 124989 ,12505 832578 596101 124989 851193 85460 771616 271909 508511 513458 
84844 128847 538821 343066 500558 955020 476785 890851 646045 770844 ,947274 207834 896836 668927 863000 889643 584365 870391 207684 481529 
128847 297636 588387 450451 259955 531690 509335 485024 563015 850981 ,103655 562283 245398 286903 547328 802113 131768 162471 277790 13227 
11924 607978 250875 629013 742221 390187 988642 233741 342660 451647 ,554870 123826 825684 500595 480452 279958 309925 363484 283158 914181 
856877 641581 434873 614134 588387 495791 531690 770844 845267 645675 ,407222 99116 266904 806738 224699 805902 450464 573628 682242 841086 
739013 834280 506577 226459 204361 297824 650580 844060 19125 171212 ,1092 580133 577102 974172 984934 145111 934403 47712 918460 775184 
128847 476785 500558 955020 574887 702274 611267 730020 297636 810889 ,948153 550592 551089 941667 511250 224064 829923 792865 942240 956797 
201000 21110 385015 30466 861433 600292 562353 617177 731986 153423 ,86463 804123 901006 626508 294813 893448 404084 922991 225331 423780 
932455 870441 788832 51026 955020 652750 282826 94112 500558 58522 ,943092 473973 188023 224294 95127 406101 964668 668843 936457 187965 
742221 80802 659613 911677 429991 970760 420438 136532 576236 332869 ,41668 476849 895664 654057 151719 861480 805660 783714 49800 971969 
835957 348861 490300 328633 987903 886142 423963 960042 504110 12848 ,941636 416340 334086 12848 433770 25060 340496 95494 981205 540350 
30466 136532 72746 495030 944559 18684 566262 915316 297000 172317 ,93233 560103 79600 90249 716541 295788 203029 430676 241247 79626 
801059 332869 126956 192427 290740 730514 298796 210926 483155 55766 ,264499 607830 765273 25760 577601 413932 972457 718873 303771 192427 
555838 169927 533398 646470 173190 927959 515932 844220 430792 607508 ,287068 942425 728969 939228 187396 956524 524507 516288 312736 729731 
630737 11924 439518 607978 416441 911677 374984 988642 516733 764383 ,995857 439518 486337 469986 41135 416441 771106 451722 971220 846492 
513843 204546 100496 621718 355017 229136 332869 884539 600758 742221 ,636352 277832 319409 464493 15437 513843 510477 75247 627679 557578 
850970 366874 297636 450451 57748 59455 128847 813509 266497 771691 ,202674 121787 659441 598590 278462 699745 204698 930503 172749 85792 
614134 478377 978892 394310 214355 812069 882306 316266 850981 335124 ,269672 78125 840641 494722 249 973372 242328 880741 658793 786377 
204361 889095 247825 842271 827671 209286 608670 828891 538821 116206 ,247825 506376 827671 663012 630548 605778 828891 905764 949207 538821 
464823 325954 122075 93954 982868 56772 497055 693437 385394 529740 ,948188 460081 495297 697796 948092 435841 306386 942157 478482 745576 
627915 617177 367213 488761 719820 289288 793722 429704 354462 536312 ,367213 122346 553511 849035 950672 336036 988341 798557 429319 979539 
500558 128847 352465 476785 793605 854812 450451 819086 340083 361119 ,256974 458571 868611 458891 413282 983331 449786 458719 455549 228057 
204546 528918 46854 824226 261196 426829 353465 389930 527344 667048 ,943335 943859 948991 93264 689543 466033 668517 590708 24119 669681 
102818 310548 901541 886142 890797 785957 416313 51680 734740 25825 ,902145 901541 864986 87234 828654 966831 284777 890797 370594 388204 
753383 259603 757281 285586 595247 159537 833093 202677 181377 291003 ,255167 254673 339183 440128 922726 949470 618694 22383 823183 632131 
396416 924645 756342 828498 625302 19375 116526 986900 243026 361119 ,543771 613187 967785 88441 738897 681697 459316 13608 12460 299009 
267829 662984 30245 268145 230198 363012 3748 615746 522254 411739 ,172365 887214 93596 298166 802067 813645 722975 162364 738453 551904 
332869 8828 16722 210214 234749 389930 495030 377767 204546 722979 ,184713 95836 106725 986580 185804 21663 70650 795002 431890 627209 
987344 317595 441438 62798 810367 449456 274126 886434 62879 497805 ,459253 929696 46843 679127 275027 508601 277163 588178 288629 272555 
364259 535070 518504 83127 136532 414491 685910 72746 479709 83631 ,713659 565320 528834 959784 247015 432577 338441 440155 958194 12718 
136532 172317 617177 30466 414491 386729 772495 105156 518504 915316 ,967727 812889 659547 67229 376978 523609 227252 397319 601317 276460 
520434 128847 841399 854911 646045 673311 848871 320527 343066 494831 ,951781 65477 879373 859135 690472 169600 91961 869187 63172 65871 
931778 272330 223533 966470 842090 60814 223734 144469 62607 691783 ,844846 900313 435995 67744 931778 168617 272330 513709 887501 223533 
132814 434509 89804 161572 181772 416218 97465 100001 391217 786219 ,944178 947146 940989 604778 182764 575060 433463 357067 181325 182368 
546440 290991 77145 298914 450908 823750 344644 772126 785442 458632 ,338299 623394 233985 647632 16683 117399 167271 803581 324481 162400 
172317 30466 446957 168062 953295 279756 417726 801059 290740 151399 ,94958 639366 417723 716473 944445 698544 262771 405555 562181 467111 
949788 314419 247312 742674 656698 22328 807643 781026 180111 864422 ,949460 76179 949788 949793 171619 729209 250646 81105 804661 940968 
687498 955262 433049 627915 495266 627294 462665 654645 409416 419580 ,717412 514486 433399 717628 717559 47154 46572 11668 545970 567017 
598413 350203 729177 410567 809541 610344 773061 857943 964058 766640 ,238047 252434 234124 666417 965237 460117 81840 419238 894451 195557 
938134 367097 299374 16822 790447 590902 740357 926997 194074 834638 ,515221 508406 462576 712877 518412 399434 18163 886757 938134 595140 
773853 943597 548004 305583 423806 821972 405405 47066 210214 736188 ,563169 555730 386503 606448 701141 52892 385391 563079 773853 771601 
614134 239556 62879 728292 184589 944197 251462 340517 812069 787368 ,944994 934505 9990 917088 594765 575171 841453 856330 564431 992007 
417112 30466 159032 234553 742221 915316 463411 503418 267829 153265 ,843752 207373 564377 703391 245108 388320 719464 314768 146043 525266 
658007 763555 104620 463411 848871 151610 21166 215876 528918 964768 ,677257 21166 34075 333415 847815 755431 994767 995676 29191 893022 
781572 361009 51555 792945 692000 36695 251462 469958 370704 827499 ,796142 863442 57182 53408 697252 45598 389273 469589 467870 477354 
425492 842271 850981 632337 450451 316266 895459 132586 987336 905442 ,439837 373050 577878 26268 154281 915596 132013 494398 166907 799338 
976903 354003 414491 254232 59866 527541 530580 821040 30466 285473 ,109549 714429 749826 64993 67069 35791 76939 896145 438537 527456 
175122 948491 436426 341394 174242 66922 424402 540129 974190 915223 ,965773 132434 82652 409222 498021 460049 200622 128866 639569 46271 
315931 190409 210563 154384 639487 849046 502614 725467 386134 585389 ,713008 577405 433593 711672 310116 511789 936403 717052 250573 526419 
727721 285865 948767 606561 782435 924594 967764 813572 996184 146599 ,950806 731051 899773 842615 683135 84265 397662 439145 829546 629527 
602995 966958 343155 320294 432423 336859 821174 813031 122732 927954 ,463035 610059 260276 505795 606940 330905 607012 62343 426885 821842 
711271 924399 631041 863997 109459 320856 334510 748252 633249 299230 ,284813 746654 696002 753794 483990 429153 495671 735962 854417 997340 
425492 987336 130138 842271 338599 986900 632337 765499 57081 910034 ,425492 198704 226060 57081 542182 788169 744965 19638 858683 669612 
463411 310263 802153 423269 805001 57401 458991 824190 302004 93167 ,802153 680499 650161 876433 76434 118214 728091 437380 805001 193841 
16722 267829 8828 204546 636826 100496 824226 332869 979573 528918 ,306334 401629 398097 306966 484916 650778 599786 467024 12778 191744 
41287 949715 129840 903273 509326 627915 747270 705909 603422 694281 ,715962 99718 698861 78337 111754 311581 431637 309483 662141 876908 
952919 804394 504655 492301 43313 799716 97604 987271 421797 292095 ,943263 463561 895437 631082 735337 539414 170522 955271 779579 566955 
267829 528918 635099 16722 736586 698478 254928 234553 100496 8828 ,460244 786018 785478 583731 539847 325145 327817 22123 584050 771472 
509712 55829 756535 770113 504462 887660 406861 85064 221516 615534 ,479957 641218 480068 556394 456937 83589 770217 489899 706695 571689 
361119 509335 842271 128847 450451 940026 201687 972680 845267 498876 ,703443 109292 194619 990109 963230 160774 86018 868836 272312 843214 
867532 514063 138668 287245 182407 258115 81979 258217 694950 555908 ,922090 941368 40703 556418 172291 296194 416135 504423 191732 735796 
654661 811321 955020 425492 454753 764138 904876 343857 476785 494831 ,950747 950124 943919 563897 586090 590694 804731 965830 563652 679295 
572668 62133 324330 345748 267427 435043 101733 945842 605173 802730 ,972023 523649 59583 847880 780278 974838 156134 413899 525349 240230 
185872 531690 842271 399034 297636 230396 148941 239556 62538 869137 ,810267 691296 749158 172936 399034 770861 274983 518554 180215 844162 
41209 300115 498963 416751 710602 482771 249035 531323 374651 229249 ,166934 125381 149299 148726 300115 27403 498963 26323 375127 103019 
773045 250506 770844 640214 905415 831963 919809 420484 210960 154262 ,853361 138420 773045 840210 441387 746998 15361 123330 886957 220725 
432879 725467 136532 748442 519715 351913 554278 905822 684559 289946 ,665239 809942 518163 763580 517898 688849 466702 140351 190522 241457 
927623 219521 663492 986198 311509 244081 948911 997767 492814 418209 ,623693 533853 840254 371289 205410 659625 298066 619880 647421 497843 
500558 476785 870441 352465 652750 702274 611267 810889 574887 410567 ,946659 951505 952838 945710 944844 408595 597633 895295 406315 956122 
30466 105103 446957 617177 748630 168062 383200 915316 290740 797883 ,85858 131417 797883 449219 414212 955252 704772 600823 279756 374984 
80802 713273 55766 419384 269750 911677 182413 168062 517739 608454 ,883434 929638 490143 13486 72058 828426 459313 453675 513289 346880 
494354 178042 658658 595171 921784 287868 58654 504462 337577 82924 ,883560 883358 527290 883388 408192 679366 243166 499381 527980 73053 
489837 659552 710408 719820 627915 3503 979573 293725 367213 675304 ,554713 540672 924055 964844 860307 207630 23783 222813 406309 698896 
204546 5373 627915 182407 398341 768341 305611 926940 376277 255306 ,627915 768341 305611 42694 255306 283985 514063 334848 204546 81979 
897770 482705 472287 40243 602758 266056 16782 259557 491976 50076 ,953892 387419 449838 761960 207546 559315 378496 450643 981941 382399 
20761 787912 441210 4714 454276 427118 55494 431949 79517 21989 ,20761 450988 21911 787912 535011 45771 216220 23971 79780 658346 
